id,content,date,language,title,normalized_rating,raw_rating,offerings,destinations,offerings_list,destinations_list
377380-203582543159,واحد من 12 موقعا أهلت الأحساء لتسجيلها كموقع للتراث العالمي، وهذا القصر التاريخي التراثي الذي بني في عهد الدولة الجبرية التي حكمت الأحساء ما بين عامي 840 و940، حسبما أكده مدير مكتب آثار الأحساء وليد الحسين لـ»مكة»، اتخذ فيما بعد مقرا للحامية العسكرية العثمانية آنذاك، ظل صامدا وشاهدا على فن الطراز المعماري الذي اشتهرت به الواحة قبل أكثر من 4 قرون خلت. وقال: تم تطوير المنطقة المحيطة بالقصر، وأصبحت مركزا إداريا للحكومة الإقليمية، وقد اختلفت الروايات حول تسميته بـ»قصر إبراهيم»، ويبدو أن هذا الاسم أطلق على القصر خلال القرن الرابع عشر الهجري، وهو اسم لا يمت بصلة لأي شخصية تاريخية. وذكر أن التسمية تنسب إلى إبراهيم بن عفصيان أمير الأحساء في عهد الإمام سعود بن عبدالعزيز بن محمد ويعتقد أنها الأقرب. وفي عام 980 بني المسجد بأمر صادر من السلطان سليم الثاني، حسبما تشير اللوحة التي وضعت في مدخله، وتم بناؤه من خراج البساتين الأحسائية التي أوقفت عليه، ويتميز بمئذنته الشاهقة الارتفاع والجميلة الطراز، ذات الدرج الحلزوني، كما يتميز بقبته الكبيرة التي روعي في بنائها النواحي الهندسية لتوزيع الأحمال، وتردد الصوت، والإضاءة، من خلال النوافذ الجصية المزخرفة بأشكال إسلامية. عن القصر يقع وسط مدينة الهفوف بحي الكوت على مساحة 18 ألف متر مربع كان المقر الرئيس لحامية الدولة العثمانية والمركز الرئيس لإدارة الحكم العثماني جمع بين الطراز الإسلامي للأقواس شبه المستديرة، والقباب الإسلامية التي يسود استعمالها في البلدان الإسلامية-وخصوصا تركيا-. تحيط به أبراج ضخمة، وثكنات الجنود التي تمثل شرق القصر وإسطبلات الخيول في داخله يقع مسجد القبة الذي يعد من المعالم الأثرية البارزة في الأحساء ذكر أن التسمية تنسب إلى إبراهيم بن عفيصان أمير الأحساء في عهد الإمام سعود بن عبدالعزيز بن محمد ويعتقد أنها الأقرب استولى عليه الملك عبدالعزيز آل سعود يوم استعاد الأحساء عام 1331,2021-04-11T07:50:00+00:00,ara,Ibrahim Palace,100.0,5.0,"Food & Beverage, Religious",Al Ahsa,"['Food & Beverage', 'Religious']",['Al Ahsa']
377380-203586578804,مكان رائع للتنزه وللاطفال,2021-04-11T07:50:00+00:00,ara,Dammam Corniche,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203588899806,نظيف جدا. مناسب للعائلات. أشجار ذات ظل. ينقصه كشك لبيع المشروبات والبسكويتات. حافة الدور الثاني بدون سياج لذا ينبغي التنبه.,2021-04-11T07:51:00+00:00,ara,Tanomah Waterfall,80.0,4.0,Tourism Attractions/ Sites,Tanomah,['Tourism Attractions/ Sites'],['Tanomah']
377380-203588181098,جيد جدا,2021-04-11T07:51:00+00:00,ara,Al-Qaryah Al-Turathiyah Restaurant,80.0,4.0,Food & Beverage,Tabuk,['Food & Beverage'],['Tabuk']
377380-203585875681,Excellent beach and very well maintained,2021-04-11T07:51:00+00:00,eng,Yam Beach,100.0,5.0,Tourism Attractions/ Sites,KAEC,['Tourism Attractions/ Sites'],['KAEC']
377380-203585485128,Nice,2021-04-11T07:51:00+00:00,eng,"King Abdullah Park, Sea front",100.0,5.0,"Tourism Attractions/ Sites, Accommodation","Khobar, Madinah, Riyadh, Dammam","['Tourism Attractions/ Sites', 'Accommodation']","['Khobar', 'Madinah', 'Riyadh', 'Dammam']"
377380-203586064648,"Good place for family and children to spend the evening. Not much crowded and no parking issues as you can park your cars just around the park. There is a mosque nearby, within 10 feet away.",2021-04-11T07:51:00+00:00,eng,Falah Park,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203588806463,مكان جميل وإطلالة رائعة ... نحتاج إلى ثقافة دع المكان أفضل مما كان,2021-04-11T07:51:00+00:00,ara,Alsharaf Park,100.0,5.0,Tourism Attractions/ Sites,Tanomah,['Tourism Attractions/ Sites'],['Tanomah']
377380-203585885469,عبق الماضي وتاريخ المجد هنا,2021-04-11T07:51:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203588418143,جاري العمل على تحسيناته ولا يوجد كافيهات,2021-04-11T07:51:00+00:00,ara,Al-Waba Crater,60.0,3.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203587625222,ممتاز,2021-04-11T07:51:00+00:00,ara,Rawdah Park,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203584569642,ممتاز لكن يبيله ترتيب والممشى عنده جميل,2021-04-11T07:51:00+00:00,ara,Umluj Beach,60.0,3.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-175669320258,"Very close to mosque, clean and staff friendly.",2021-05-15T06:04:00+00:00,eng,"Crowne Plaza Madinah, an IHG Hotel",100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-203585269329,لولا وجود المساجد لكان هناك أزمة كبيرة فيما يتعلق بدورات المياه، لا أدري متى ستعطي الأمانة الاهتمام الكافي بدورات المياه في الأماكن العامة والسياحية والمنتزهات....!!!!,2021-04-11T07:51:00+00:00,ara,"Old Jeddah, Al Balad",60.0,3.0,"Tourism Attractions/ Sites, Retail","Taif, Jeddah","['Tourism Attractions/ Sites', 'Retail']","['Taif', 'Jeddah']"
377380-203583692960,ممتاز,2021-04-11T07:51:00+00:00,ara,Al Ahsa Mall by Arabian Centres,100.0,5.0,"Tourism Attractions/ Sites, Retail",Al Ahsa,"['Tourism Attractions/ Sites', 'Retail']",['Al Ahsa']
377380-203585852723,غير حضاري,2021-04-11T07:51:00+00:00,ara,Al Wazarat park,40.0,2.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203591402186,حديقه حديثه,2021-04-11T07:51:00+00:00,ara,King Abdullah Park,100.0,5.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203588151693,مكان جميل والتنسيق فيه رائع لكن يعيبه وجود الحشرات الصغيرة,2021-04-11T07:51:00+00:00,ara,Al Faisaliah garden,60.0,3.0,"Food & Beverage, Tourism Attractions/ Sites",Taif,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Taif']
377380-203589311860,حديقه منظمه ونظيفه مساحات خضرا انصح بها,2021-04-11T07:51:00+00:00,ara,Alsubh Park,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203584779487,سيائة واخونا من الجنسية العربيه عندهم جشع غير طبيعي,2021-04-11T07:51:00+00:00,ara,Dolphin Village Dammam,20.0,1.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203582812983,ابداع وتنظيم جميل يستحق الزيارة,2021-04-11T07:51:00+00:00,ara,Al-Qara Hill,100.0,5.0,Tourism Attractions/ Sites,Al Ahsa,['Tourism Attractions/ Sites'],['Al Ahsa']
377380-203597207063,منتزة جميل جداً و واسع 👍🏻,2021-04-11T07:51:00+00:00,ara,Arruddaf Park,80.0,4.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203582737395,جممممميل بكل تفاصيله ورغم كل عيوبه,2021-04-11T07:51:00+00:00,ara,Uqair Beach,100.0,5.0,"Food & Beverage, Tourism Attractions/ Sites",Al Ahsa,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Al Ahsa']
377380-203582536682,منتزة رائع ينقصه النظافه,2021-04-11T07:51:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203585390892,جمالها لا يوصف,2021-04-11T07:51:00+00:00,ara,Abu Kheyal Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203583706809,👍🏽👍🏽,2021-04-11T07:51:00+00:00,eng,Al Meger Tourist Village,60.0,3.0,Tourism Attractions/ Sites,Al Namas,['Tourism Attractions/ Sites'],['Al Namas']
377380-203587455170,سبحان الله عيون تنبع من الارض حقت استراحه بسيطه تتفرج وتمشي,2021-04-11T07:51:00+00:00,ara,12 Springs of Prophet Moses (A.S.),60.0,3.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203586998058,Spacious and beautifully designed. Has housed some of the very famous outlets along with food joints. Good place for an outing with your friends and family. Would definitely recommend it!,2021-04-11T07:51:00+00:00,eng,Al Mahmal Center,80.0,4.0,Retail,Jeddah,['Retail'],['Jeddah']
377380-203583155129,"السودة منطقة في أعلى الجبل تتنزين بالاشجار الطبيعية الخلابة والجو البارد , مكان جميل جدا ولكن يعيبه قلة الخدمات مثل دورات مياة ومصلى وفنادق ومتاجر وطريقة الدخول والخروج صعبة قليلا تحتاج تنظيم اكثر",2021-04-11T07:51:00+00:00,ara,Jabal Sawda,80.0,4.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-175569886249,فندق اكثر من رئع يكفي انه جوار مسجد الله حرام مكه المكرمه,2021-05-15T18:03:00+00:00,ara,"Makkah Clock Royal Tower, A Fairmont Hotel",100.0,5.0,"Religious, Accommodation",Makkah,"['Religious', 'Accommodation']",['Makkah']
377380-203583116409,ممتاز جدا وأنصح بزيارته ماشاء الله تبارك الله.,2021-04-11T07:51:00+00:00,ara,Park Prince Mishari Bin Saud,60.0,3.0,Tourism Attractions/ Sites,Al Baha,['Tourism Attractions/ Sites'],['Al Baha']
377380-203587235025,"Very nice safari park. only thing is its small. if you want to coup place, go early there and stay there, do BBQ, play and pray now a days toilets are closed, so arrange water with you",2021-04-11T07:51:00+00:00,eng,King Salman Park,80.0,4.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203582431257,من أجمل المواقع في المملكة العربية السعودية,2021-04-11T07:51:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203587669709,الشهراني للعسل ...,2021-04-11T07:51:00+00:00,ara,Almaigliah Market,100.0,5.0,"Tourism Attractions/ Sites, Retail",Madinah,"['Tourism Attractions/ Sites', 'Retail']",['Madinah']
377380-203582407237,لا ينفع لأطفال الصغار ،يجب الانتباه عليهم جيداً,2021-04-11T07:51:00+00:00,ara,Al Soudah National Park,80.0,4.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203587767115,تراث وحضارة وجودة وأصالة وفق الله الملك سلمان بن عبدالعزيز آل سعود حفظه الله ورعاه وحكومته الرشيدة,2021-04-11T07:51:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203587496663,حلوه مره,2021-04-11T07:51:00+00:00,ara,Olaya Park,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203586105653,ياليت لو يهتمون فيها شوي ويطورون,2021-04-11T07:51:00+00:00,ara,Khararah Lake,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203587480258,I saw nothing more than cars.,2021-04-11T07:51:00+00:00,eng,The Saudi National Museum - The Saudi National Museum,20.0,1.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203585399537,القرية جميلة ومتحفها الفوتوغرافي قمة في الجمال شاهدت جدار الصور للزيارات الرسميه تفاجات برؤساء الدول واصحاب السمو الذين زاروا القرية ومتحف القطع الاثرية عرضه جميل واستثنائي لفتني مسرح القرية وطريقة تصميمه الجميله المستوحاة من طريقة السقيا في المنطقة شكرا للقاىمين على القرية,2021-04-11T07:51:00+00:00,ara,Jazan Heritage Village,80.0,4.0,Tourism Attractions/ Sites,Jizan,['Tourism Attractions/ Sites'],['Jizan']
377380-175735833622,خدمه العملاء جيدة جدا,2021-05-16T01:41:00+00:00,ara,"Jabal Omar Marriott Hotel, Makkah",100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203587176273,مكان جميل ومنظر الطائرة مهيب يستاهل الزيارة,2021-04-11T07:51:00+00:00,ara,Catalina Seaplane Wreckage,100.0,5.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203584224561,مكان جميل يتح لك الاستمتاع مع الأسرة في جوا هادي و يمكن أن تمارس فيه رياضه المشي و يوجد به مكان العاب للأطفال ادعوا اي شخص زيارة الحديقة و هي مجانية و متاحة للجميع,2021-04-11T07:51:00+00:00,ara,Prince Ibn Jalawy Park,100.0,5.0,Tourism Attractions/ Sites,Khobar,['Tourism Attractions/ Sites'],['Khobar']
377380-203588980301,أجواء جميلة مناظر خلابة ولكن لايوجد به جلسات جميلة,2021-04-11T07:51:00+00:00,ara,Saiysad National park,60.0,3.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203585955207,عادي جداً بس يستحق التجربة,2021-04-11T07:51:00+00:00,ara,Five Elephants Speciality Coffee,60.0,3.0,Food & Beverage,Madinah,['Food & Beverage'],['Madinah']
377380-203587141608,Amazing place,2021-04-11T07:51:00+00:00,eng,Ushaiqer Heritage Village,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203584915466,مكان مميز..,2021-04-11T07:51:00+00:00,ara,Al Sahab Park,80.0,4.0,Tourism Attractions/ Sites,Al Namas,['Tourism Attractions/ Sites'],['Al Namas']
377380-203585828099,👍,2021-04-11T07:52:00+00:00,eng,Khobar Sea Front,100.0,5.0,Tourism Attractions/ Sites,Khobar,['Tourism Attractions/ Sites'],['Khobar']
377380-203585391222,Beautiful ❤️,2021-04-11T07:52:00+00:00,eng,Abu Kheyal Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203585279439,مشكلتها في المتخلفين واللصوص، ويجب اخذ الحيطة والحذر، لكن المكان ممتع للتسوق والترفية البضائع رخيصة ومتنوعة وهناك جملة ومفرق، يوجد ايام في السنة يكون هناك مهرجانات تكون جميلة جداً ويتم توفير خدمات رائعة.,2021-04-11T07:52:00+00:00,ara,"Old Jeddah, Al Balad",80.0,4.0,"Tourism Attractions/ Sites, Retail","Taif, Jeddah","['Tourism Attractions/ Sites', 'Retail']","['Taif', 'Jeddah']"
377380-203587656117,يوجد بها انواع العطورات والعود ودهن العود باسعار معقوله,2021-04-11T07:52:00+00:00,ara,Almaigliah Market,100.0,5.0,"Tourism Attractions/ Sites, Retail",Madinah,"['Tourism Attractions/ Sites', 'Retail']",['Madinah']
377380-203586984952,Mall is strictly following health protocols.,2021-04-11T07:52:00+00:00,eng,Al Mahmal Center,80.0,4.0,Retail,Jeddah,['Retail'],['Jeddah']
377380-203587138555,تستحق الزيارة لمن كان كانت تبعد عنه بحدود ١٥٠ كلم وأدنى .,2021-04-11T07:52:00+00:00,ara,Ushaiqer Heritage Village,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203589270180,مكان هادئ وجميل للاستجمام لكن اصوات الدبابات مزعججههه,2021-04-11T07:52:00+00:00,ara,Waterfront Beach Royal Commission Yanbu,80.0,4.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203597195876,زحمه.ومزز.,2021-04-11T07:52:00+00:00,ara,Arruddaf Park,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
